mean,median,min,max,01,05,10,99,95,90
8690.923239254025,8697.967011046923,6365.209681490864,11264.829105819115,6804.116969150855,7418.202576498642,7672.456605360359,10384.87907350243,9952.22932297311,9715.535130992748
8662.108149953961,8653.137698228184,6285.049588498949,11434.784974766932,6786.328028225494,7310.711973137106,7570.811437982578,10614.948819995605,9992.22390149487,9722.865374803474
8587.068754105483,8599.989146552529,5895.273264882602,11710.807144398123,6653.401270067073,7272.245529253405,7533.247153235894,10360.435610971295,9817.646498453383,9587.478001429105
8482.491310793232,8506.729162550146,6221.55917038133,11049.86842075998,6711.293007379096,7083.683229662996,7416.71813286537,10266.341334636498,9806.782038350493,9545.364216124193
8371.54624319715,8387.621586431156,5809.4208068200405,11045.00680735029,6493.9131923279065,7052.804026601925,7330.741584854593,10174.568224503591,9632.772720649453,9409.969195012805
8350.561831476092,8355.83109999314,5267.940330255205,10819.345748642783,6479.874891722702,7051.810110616667,7349.282263741378,10309.553206298797,9639.269618769194,9378.8930753991
8304.467812651339,8326.022954766504,5602.5025979685415,11264.949960048176,6357.765992134232,6984.659717722704,7258.052424404407,10219.344971190156,9681.962382162423,9348.682043950845
8252.663051286736,8257.815514682195,5718.539205684141,10713.470493342691,6320.761281992536,6963.231705171318,7224.872532788723,10037.91461240459,9565.097543256068,9291.557482575477
8173.41551418695,8165.307732723533,5678.361052732126,11295.445295631154,6195.519863092244,6892.056044480234,7166.045894286725,10130.098293951774,9592.636394993826,9189.070273745374
8124.367804588375,8098.52451413103,5666.597242923941,10669.613022247991,6237.947075978153,6796.023183129461,7032.455658535012,10110.746749897591,9412.853799096472,9170.494783204782
8069.9702133761075,8064.6576928714,5661.499026196734,10704.837372425314,6190.362470134445,6801.95767204969,7072.788413885889,9964.269238160801,9347.119319982658,9083.884635948263
7942.276444531929,7941.203790283246,5241.9402576842185,10660.90453848635,5801.270488904775,6532.884477058886,6928.535338455645,9848.29861846318,9206.31673452917,8951.343866919553
7906.058914917199,7916.468621713944,5336.168455466964,10028.604221734067,5893.058420280941,6534.7180569125685,6811.081664721383,9586.675043310039,9190.342634017308,8901.582806831799
7856.478123038118,7860.44345852222,5229.904631859105,10668.213438863519,5838.964648983222,6526.55008561469,6837.356723463915,9592.27202519357,9207.541516904937,8898.916673369264
7831.87884725082,7854.072024721685,5436.539692613089,10165.991574411322,5962.573900630567,6545.051646292892,6827.019178413262,9483.06697434036,9123.677375903248,8839.36035298828
7750.953313230299,7723.604735153262,5280.7486438197375,10232.149178986565,5774.6847605650655,6370.158238642643,6729.888217700061,9694.870682875317,9145.212385160477,8796.079506401717
7662.565720315124,7673.818228636744,5322.305393315744,10410.258290969694,5813.625054453016,6347.9403443342935,6599.838263519308,9525.6556022749,8950.867776435358,8713.762742896412
7604.663532006408,7588.493260354399,5158.800578193981,10607.27670810038,5811.733602472102,6266.520911530409,6555.166291196817,9418.153851298863,8952.718867227512,8660.459718355663
7574.452354892947,7584.299642703054,5038.868908114144,10035.658587235379,5628.147427466983,6198.552608584712,6562.284502676643,9507.734234858957,8942.220885679231,8608.36564780698
7506.113319745111,7507.8877847959275,5146.333402999266,10142.538505834433,5722.60019373657,6161.098917152406,6472.226753693193,9457.892638032354,8865.320296865608,8543.439740859805
7455.6671845613155,7431.958196597677,4828.28227603565,9887.279004967397,5514.938307076511,6085.440889235336,6440.721073408049,9322.006101998904,8854.392568388692,8542.242075966089
7412.753149184701,7374.519107262884,5062.303133669641,9753.589578800349,5695.954743272168,6136.496602665546,6398.911810958945,9425.071481412171,8790.262487874332,8431.075564839937
7326.74594584687,7311.49954758812,4874.2260671758995,10064.551198268453,5469.60035092697,6052.090336521908,6363.995530479343,9418.501732535105,8627.821934115938,8317.303273833599
7262.290694537101,7256.953162159343,4581.06637653711,10216.503551434278,5436.686884297598,5922.745859299618,6228.533246810388,9083.278574351276,8645.92993050589,8352.182665057922
7153.167449719451,7139.073770231473,3719.54161589573,9650.508201550067,5259.581576258064,5850.878549070802,6158.494095404675,9016.586083887734,8497.48434935188,8186.121130610879
7147.320784955958,7136.152114282917,4992.563419528251,9422.507810713589,5329.017409612545,5868.621267194269,6120.131174173505,9027.212071070848,8552.049712372316,8245.941636636266
7090.160880955519,7103.542275094134,4591.920762822546,9738.640328187961,5223.608460536348,5711.042624052855,6054.9918649545725,8808.006645162197,8412.131479144413,8174.272272823162
7032.614981132522,7046.206811963459,4327.3280727909805,9590.137787859225,5327.818576263792,5677.465297790285,5941.522171288488,8883.659173021635,8338.482808577759,8061.000460118885
6959.850775753273,6949.9527860373055,4441.08421642478,9600.976314290592,5063.987402703737,5624.231674825431,5935.869610738423,8820.52521021134,8274.855924188112,7991.784733825604
6919.402933397599,6936.305572603064,4478.682727833853,9744.751083226569,5083.135298563563,5593.486874728072,5889.2065898300325,8735.441193680734,8121.067285958069,7887.492014706047
6870.465028652946,6854.762616540909,4460.763663945333,9594.388218722612,4979.97702608814,5540.843237291728,5841.125135810322,8868.544535133067,8161.158866613799,7929.722199779115
6810.422650348279,6785.735485788075,4236.528886463446,9774.484826840631,4915.87861908896,5463.797953358812,5770.218363392603,8737.359524313255,8142.767799619786,7839.374313938245
6712.046033969986,6716.700150767205,4258.270767219436,9204.75638935187,4813.400888161941,5391.066465387878,5730.293558288814,8657.330625823784,7954.351500956971,7705.886663391583
6724.155500429545,6718.271097812282,4474.576033743876,9345.187478312118,4803.474099197144,5397.339232656386,5715.493290855343,8560.821165921585,8004.594472774241,7803.812819215685
6633.716660337302,6635.5896415189645,4192.057407617114,9512.036642365136,4854.598613913013,5391.740807852775,5612.572876326189,8524.72453381079,7847.631806319811,7625.711891552209
6578.18526007415,6601.702405031579,4292.623096452537,9245.419326463869,4660.193098316351,5200.140164506823,5545.116653488413,8531.087421922892,7839.607567105682,7570.47399261873
6516.579192028146,6520.183817309491,4192.66500285363,9150.991730145684,4716.138896209394,5196.406503164579,5501.1336444356675,8382.04564294499,7849.111854143349,7527.590116155288
6461.103977710193,6470.658785965036,4005.488912494648,8873.531077798008,4632.006554919841,5055.642752776166,5363.325061049466,8403.269055311739,7784.487790902364,7509.083477150194
6417.120512939813,6418.00106124501,3731.14193579414,9319.818390174143,4528.1637672203,5140.086630034653,5386.373017451439,8195.667892841691,7709.606950762267,7398.828098679519
6343.3303923584035,6332.466350236933,3817.5352341746966,8869.925564105466,4489.230319030229,5040.09323940426,5310.438481296503,8120.832155281033,7692.179739591293,7387.656650043535
6334.214331121992,6338.9458302155035,3754.9015921112336,9271.933486635851,4482.20517116685,4963.394233881052,5286.380523098403,8161.008935293316,7746.002800126546,7405.156087902895
6263.845031563052,6270.682077343695,3644.947175846541,8957.157793410133,4326.154003230523,4968.058466715327,5261.96957600579,8111.121572542492,7622.287391968376,7249.515420263777
6235.222798531477,6233.675589911913,3896.455387867027,8773.049322077219,4344.821390717878,4815.683308605072,5145.467626853847,8247.774417723922,7603.30478676421,7274.840253003317
6150.824799109542,6116.097798984367,3716.090925400131,8729.025691086137,4223.468247693179,4871.8658305217405,5150.309686425111,8003.459595159792,7425.813494631522,7135.390696755284
6117.830420662481,6110.630483645724,3047.1109057455024,8963.544834162572,4271.495932515191,4898.261421894772,5144.691228399817,8030.418684973025,7415.81547888494,7114.168519723237
6047.421202828082,6001.656232672725,3610.138877178616,8471.912719016438,4335.181801496375,4766.213973268023,5041.200698309347,7890.57931668129,7427.921239284168,7088.282993004766
5967.1541691143275,6009.647738815918,3056.180181076859,8701.710793879489,3928.5846285222688,4493.379277477608,4875.429831009478,7950.634732436979,7247.842965095711,7011.978232726321
5946.276945156545,5934.4391225169475,3158.8003395210458,8393.459361631034,4144.842388333882,4732.388643629915,4965.662484890147,7809.403868223502,7260.416282486805,6960.581416847717
5861.017587090785,5838.7271091974435,3395.5983034146925,8443.160848015737,3987.435160706361,4576.104901765422,4888.4684407930945,7639.015133761792,7211.482335528961,6883.767201595046
5775.780569207234,5773.688452759103,3352.0092536511784,8387.819776563732,4005.846756290708,4461.7873642623845,4794.768464485992,7617.715070642909,7027.103209463476,6736.888124433784
5768.020599936875,5759.863089955329,3419.1438804014692,8292.263577879223,3977.360695717506,4458.732773749194,4702.088081831302,7575.423605209089,7071.162181010267,6825.107022390713
5731.5122293059385,5721.1160757659345,3128.1842052333236,8107.002366942439,3769.4412774710745,4430.52295500163,4711.468338746756,7409.153408856149,7066.77835992233,6786.5087848529565
5712.194257095419,5720.096177129484,2942.8785595285867,7986.207287633265,3879.0131016680753,4359.745700731109,4648.640416425844,7659.648611594841,7026.832714791531,6729.352480983475
5659.5025253811455,5678.081751213641,2723.395384665056,8025.828630071723,3780.4332003404343,4343.468754232781,4629.869612735321,7418.663560506493,6984.6717732963825,6686.040877032494
