mean,median,min,max,01,05,10,99,95,90
3946.7709161601692,3948.8436016456453,3051.1977728710426,4865.485182783428,3307.9327414955596,3458.238546999732,3538.0189078115864,4638.997297682425,4439.335682075054,4333.235802820727
3947.3952874688925,3951.2495378658577,2843.6539551799087,4978.761806893736,3226.6102775348604,3476.4434946475562,3559.1460869243942,4629.206484600006,4447.9291457034515,4337.535823921444
3919.31738037851,3923.3080414460283,2827.890699732766,4832.3951865095105,3269.9092910157915,3458.2670260133827,3536.1743931837823,4619.199327056225,4407.2762787898855,4289.898741738509
3922.016073093498,3929.924578232929,2703.03560554096,4897.76424866542,3214.0710563308526,3433.141713590354,3528.833103287444,4642.086037440861,4433.325182291167,4318.645547566917
3903.200845082856,3906.370244800199,3077.2971402735593,4962.686864712753,3213.3910735784602,3399.7976230875993,3529.013811549481,4589.441957936481,4398.580818934348,4281.628529810796
3880.0589526575986,3878.3015206002933,2827.856694186466,4848.497503236226,3190.1827340075697,3368.4182682655573,3494.434607858094,4579.849825508825,4371.860054710853,4258.362031009889
3876.7348610127124,3879.8393476069805,2913.4180982135495,4737.994136144169,3171.924231264363,3395.147635885586,3502.9898093131396,4582.853480646967,4365.507396022649,4252.620252286103
3862.5126034973023,3858.8333013785978,2739.2609186042146,4850.601219227035,3193.7152170093773,3369.0390556193493,3468.4891191754236,4556.955796696699,4367.409213007141,4257.380817007748
3855.9230684935555,3856.229756065053,2708.1777062117053,4738.189545800818,3170.654997809243,3332.021534375158,3446.4168780645223,4534.267481382504,4351.414174930021,4253.098558787381
3838.8370009398564,3840.5424208744203,2934.293081570526,4783.176733578664,3150.816983124539,3347.2793289853134,3459.9040799028303,4531.225472816631,4305.491916009983,4223.975145138525
3831.3290131790877,3838.6357944365795,2847.576192669102,4693.860561771013,3149.2850696372225,3302.5287126398266,3435.1376365494198,4490.156279704581,4320.475403309287,4228.593604536573
3812.127215871079,3806.865404338825,2891.655854783674,4684.676879209689,3129.643244963702,3324.684539940545,3427.2217803662957,4506.04911871894,4277.244046162623,4179.884354091841
3799.8443510343927,3807.1996980371014,2931.8311867240313,4938.920483990766,3135.583445080945,3309.287826228434,3416.130229353837,4526.671687616974,4249.0302247908985,4174.655018669762
3781.1287437608403,3773.1507582425315,2889.679486860379,4630.590391098631,3081.1896842144574,3263.3380273591333,3377.326559313541,4463.740349397259,4295.929530191903,4182.551571925592
3781.475337071737,3792.42716079197,2569.3280567022653,4906.370957542463,3046.4149682570082,3302.3587520822366,3403.5566398213814,4431.09109191561,4255.541425132187,4150.8308732851065
3776.1482121116887,3778.235839511134,2798.6632363889285,4777.831157070799,3095.9693321214095,3278.31632750267,3399.2927254583756,4417.175949425305,4248.89559471387,4153.248019932923
3735.6850547863737,3751.6258668386986,2838.987760014447,4823.785204183638,3061.6409385570537,3243.098052650902,3354.1591266758683,4435.5894576446935,4235.146161742168,4121.820215477796
